name,Price,rpm,noise_level,color,size
GAMDIAS CHIONE M1A 240R,,"[1200,1500]",,Black,240
GameMax Iceberg 120 ARGB,,,,Black,120
Cooler Master MasterLiquid ML240 RGB (TR4 Edition),,"[650,2000]","[6,30]",Black,240
Silverstone Tundra TD02-SLIM-V2,,"[800,2200]","[16.5,27.4]",Black / White,240
Cooler Master I71C RGB,,,,Silver / Black,
ID-COOLING AURAFLOW X,,"[700,1800]","[18,35.2]",Black,120
upHere AC12BE,,"[600,1750]","[16.1,27.7]",Black,
upHere CC2401-usa,,"[600,1700]","[16.1,27.7]",Black,240
SilentiumPC Fortis 3 RGB HE1425,,"[500,1400]",,Black / Silver,
Cougar AQUA,,"[600,1600]",,Black,280
GAMDIAS CHIONE E1,,,,Black,120
Thermalright TA140 EX,,,,Gray,
Thermalright Assassin X Plus,,,,Black / Silver,
Thermaltake Engine 17,,"[1500,2500]","[11,23]",Silver,
ID-COOLING DK-15 PWM,,"[600,2000]","[14.2,26.5]",,
ID-COOLING DK-03i PWM RED,,"[500,1800]","[16,20.2]",,
ID-COOLING IS-50 MAX RGB,,"[900,2000]","[16,31.5]",,
ID-COOLING SE-214V3,,"[600,2200]","[14,35]",,
ID-COOLING SE-224-XT-B,,"[700,1800]","[15.2,32.5]",,
ID-COOLING DASHFLOW 240,,"[900,2000]","[16,31.5]",Black,240
Cooler Master GeminII M5 LED,,"[500,1600]",,,
Thermalright TA120 EX,,,,Silver / Gray,
Thermalright Frozen Fusion,,,,Black,360
Thermalright Core Matrix,,,,White,360
Jonsbo HX6210,,"[800,2300]","[20,31.6]",Black,
Dynatron R17,50.99,"[1000,2500]","[17,31.92]",,
Silverstone Argon AR09-115XS,,"[1200,5000]","[18.02,42.5]",,
Gelid Solutions Slim Silence A-Plus,,"[1200,2600]","[15,27.2]",,
Silverstone TD02-E,,"[1500,2500]","[18,35]",,240
Thermaltake CLP0552,24.99,"[800,1700]",,,
Scythe Ashura,98.46,"[500,1300]","[13,30.7]",,
Dynatron R27,43.95,"[1000,3800]","[16,43.4]",,
Xigmatek Dark Knight SD1483 Night Hawk,,"[800,1200]",,,
Thermalright ARO-M14G,168,"[300,1300]","[15,21]",,
ID-COOLING SE-225-XT BLACK V2,,"[700,1800]","[15.2,35.2]",,
Jonsbo HX6240,,"[700,1800]","[28,37.6]",White,
Noua Sub-Zero AT240,,"[800,2000]",,Black,240
Cooler Master RR-H101-22FK-RA,,,,,
Cooler Master RR-V6SV-22PR-R1,,"[800,2200]","[15,38]",,
Dynatron T195,,"[1000,5000]","[20.5,49.8]",,
Thermaltake CL-P0466,,"[1000,1600]","[19,28]",,
Zalman 9500A,,"[1350,2600]","[18,27]",,
Zalman CNPS 7500 AlCu LED,,"[1150,2300]","[17,32]",,
Thermaltake CLP0574,,"[800,1300]",,,
Xion XON-HP9310P,,"[1000,3000]","[16,25.3]",,
Zalman CNPS7000C-Cu,,"[1700,2400]","[13.5,24]",,
Zalman CNPS9900NT,,"[1000,2000]","[19.5,38]",,
Masscool 5U1082F1M4,,"[2000,3600]","[23,45.9]",,
Masscool 8W501B1M3G,,,,,
Masscool 8W553B1M3,,,,,
Masscool 8WA743,,"[800,2800]","[20,34]",,
Rosewill RCX-Z1,,"[1700,3100]","[18,33.4]",,
Rosewill RCX-Z80-AL,,,,,
Rosewill RCX-Z90-AL,,"[600,3000]","[15,30]",,
Scythe SCMG-2100,,,,,
Scythe SCRT-1000,,"[470,1900]","[9.8,27.3]",,
Scythe Shuriken Rev. B 3,,"[650,2200]","[10.5,31.67]",,
Zalman CNPS5X SZ,,"[1400,2800]","[20,32]",,
Xigmatek D982,,"[1500,2500]",,,
Xigmatek Dark Knight S1283V,,"[1000,2200]",,,
Xigmatek EP-CD903,,"[1200,2500]",,,
Xigmatek HDT-S1283,,"[800,1500]","[20,32]",,
Xigmatek HDT-S963,,"[1200,2800]","[23,35]",,
Xigmatek Cobra - D984,,"[1000,2800]","[20,28]",,
Antec Performance Max,,,,,
Cooler Master DI5-9HDSC-A1-GP,,,,,
ARCTIC Freezer 13 Limited Edition,,"[600,2000]",,,
EVGA M020-00-000234,,"[750,2500]","[13.2,41.5]",,
Xigmatek Prime SD1484,,"[800,1200]",,,
Logisys AC2200BT,,,,,
Logisys IC207,,,,,
Logisys MC3001IE,,"[900,2200]","[17.8,34.6]",,
Scythe SCMG-3000,,"[300,1600]",,,
Cooler Master GeminII S524,,"[800,1800]","[15.1,31.6]",,
Enermax ETS-T40-TA,,"[800,1800]","[16,21]",,
Evercool HPKC-10025EA,,,,,
Gelid Solutions CC-GX7-01-A,,"[600,1800]","[10,26.8]",,
Enermax ETS-T40-VD,,"[800,1800]","[16,21]",,
Prolimatech PRO-MGH-C,,,,,
Logisys MC4002IW,,"[500,1500]","[17.8,27.6]",,
Logisys MC6002GS,,"[500,1500]","[17.6,27.6]",,
Logisys IC221PWM,,"[900,2400]","[17.8,26.4]",,
Logisys MC2001IE,,,,,
Thermaltake Water 2.0 Performer,,"[1200,2000]","[10,27.36]",,120
Thermaltake Water 2.0 Extreme,,"[1200,2000]",,,240
NZXT HAVIK 120,,"[1200,1500]","[18,22]",,
Masscool 7WA868,,"[800,2800]","[19,27]",,
Phanteks PH-TC14CS_RD,,,"[13.4,19]",,
Zalman CNPS8000B,,"[1400,2800]","[20,32]",,
Masscool 8W2002F1M4,,"[800,2800]","[20,34]",,
SilenX EFZ-120HA5,,,"[8,24]",,
Zalman CNPS8900 Extreme,,"[1250,2800]","[19.5,35]",,
Scythe SCMG-3100,,"[300,1600]","[9.6,32.15]",,
Thermaltake CLP0596,,"[800,2000]","[21,44]",,
Phanteks PH-TC90LS,,"[1000,2500]","[19,26]",,
Phanteks PH-TC12DX_RD,,"[600,1800]","[21.9,27.6]",,
ARCTIC Alpine 7 Pro,,"[500,2000]",,,
Zalman LQ-310,,"[900,2000]",,,120
Zalman CNPS9900 D/F,,"[900,1400]","[19,27]",,
Titan TTC-NA43TZ/CU35,,"[900,2600]","[14,33]",,
Gelid Solutions Silent Spirit,,"[900,2400]","[10,25.8]",,
Cooler Master Eisberg 120L Prestige,,,,,120
Silverstone AR01,,"[1000,2200]","[16.39,33.5]",,
Silverstone AR03,,"[1000,2200]","[16.39,33.5]",,
Rosewill ROCC-13001,,,"[19.39,31.05]",,
be quiet! Shadow Rock Topflow SR1,,,"[9.6,24.4]",,
Enermax ETS-T40-BK,,"[800,1800]","[16,26]",,
Enermax ETS-T40-W,,,,,
Thermaltake CLP0605,,"[800,1600]","[18,30.2]",,
Swiftech H320,,"[800,1800]","[16,33]",,360
Thermalright TS-120M,,"[700,1500]","[17,28.5]",,
Thermalright TS-140,,"[900,1300]","[17,21]",,
Zalman Reserator 3 MAX,,"[1000,2200]","[18.89,36.7]",,120
Cooler Master Glacer 240L,,,"[19,40.33]",,240
Dynatron T450,,"[800,2500]","[16,27.3]",,
Silverstone NT06-PRO,,"[1000,2200]",,,
Thermalright Macho-120,,"[900,1300]","[17,21]",,
Titan TTC-NC85TZ(RB),48.89,"[210,2100]",,,
Dynatron K17,42.95,"[1000,2500]","[17,31.92]",,
Gelid Solutions Siberian Pro,,"[900,2200]","[10,23.5]",,
Enermax Liqtech 240,,,,,240
Enermax ETS-N30-HE,,"[800,2800]","[16,28]",,
Thermaltake NiC L31,,"[500,1800]","[18,34.79]",,
Zalman CNPS7000-AlCu,,"[1350,2400]","[17,24]",,
Thermalright HR-22,,,,,
Thermalright MACHO 120 REV.A,,"[600,1300]",,,
Thermalright TRUE Spirit 90M Rev.A,,"[800,2000]",,,
RAIJINTEK EreBoss,,"[600,1400]",,,
Zalman Reserator 3 MAX Dual,,"[1000,2300]","[23.2,46.6]",,240
Zero Infinity Shiva,,,,,
Scythe Ashura Shadow,,"[500,1300]","[13,30.7]",,
Deepcool FROSTWIN V2.0,,,"[17.8,21]",,
RAIJINTEK TRITON,,"[1000,2600]","[21.6,36.6]",,240
RAIJINTEK TRITON GREEN,,"[1000,2600]","[21.6,36.6]",,240
RAIJINTEK TRITON RED,,"[1000,2600]","[21.6,36.6]",,240
Gelid Solutions GX7,,"[750,1800]","[12,28]",,
Prolimatech Basic 48,,"[1000,2000]",,,
Prolimatech Basic 68,,"[600,1600]",,,
Masscool 5T568S1H3,,,,,
Cooler Master Blizzard T2 mini,,,,,
Thermaltake Frio Silent 12,,,"[12,19.2]",,
Thermaltake Frio Silent 14,44.99,"[700,1200]","[12,19.3]",,
Thermalright Silver Arrow ITX,,"[300,1300]","[17,24.9]",,
Thermalright Macho Zero,,,,,
Silverstone AR04,,"[1500,3400]","[18,26]",,
Deepcool Maelstrom 120K,,"[600,1800]","[18.2,32.4]",,120
Enermax ETS-T40F-RF,,"[500,1200]","[10,19]",,
Cooler Master X6,,"[600,1900]","[8,27]",,
Thermalright AXP-100R,,"[900,2500]","[22,30]",,
ID-COOLING IS-50,,"[600,1600]","[13.8,30.2]",,
Gelid Solutions Antarctica,,"[450,4500]",,,
ARCTIC Freezer i11 CO,,"[500,2000]",,,
ID-COOLING SE-204,,"[800,1800]","[16.2,29.2]",,
ID-COOLING SE-205,,"[1600,1800]","[16.2,29.2]",,
ID-COOLING SE-802,,,,,
ID-COOLING SE-902,,"[600,2200]","[14,23.8]",,
Raidmax Cobra 240,,"[500,1800]",,,240
Silverstone SST-AR07,,"[800,1500]","[16.5,30.8]",,
Thermalright Archon IB-E X2,,"[900,1300]","[17,21]",,
Reeven Ouranos,,"[300,1700]","[5.8,36.4]",,
Reeven Brontes,,"[650,2200]","[10.5,31.67]",,
Reeven Hans RC-1205n,,"[300,1500]","[4,29.8]",,
Thermaltake Riing Silent 12 Pro Blue,,"[300,1400]","[12,19]",,
Thermaltake Riing Silent 12 Pro Red,,"[300,1400]","[12,19]",,
Deepcool Maelstrom 240T RF,,"[600,1800]","[17.8,34.1]",,240
Deepcool NEPTWIN,,"[900,1500]","[17.8,30]",,
Cooler Master MasterAir Pro 3,,"[650,3000]","[6,30]",,
Alpenföhn Silvretta,,"[800,2800]",,,
Alpenföhn Matterhorn Rev. C – White Edition,,"[500,1500]",,,
Cooler Master Seidon 240P,,"[800,2400]","[12,35]",,240
Thermaltake Contac 39,,"[800,2000]","[15,33.2]",,
Silverstone Argon AR09-115XP,35.99,"[1200,5000]","[18.02,42.5]",,
RIOTORO BIFROST 240,,,,,240
RIOTORO BIFROST 120TI,,,,,120
Cooltek LP53,,"[1000,2100]","[16,27.1]",,
FSP Group Windale 6,,"[600,1600]",,,
ARCTIC Freezer 33 eSports Edition (Black/Green),,"[200,1800]",,,
ROCCAT ROCC-16003,,"[800,2200]",,Black / Silver,
Enermax LIQTECH TR4 280,,"[500,1500]","[14,25]",Black,280
RAIJINTEK LETO W,,"[800,1800]",,Black / Blue,
Scythe SCIOR-1000,,"[300,1800]","[4.5,26.7]",Black / Silver,
SilentiumPC Fera 3 HE1224 v2,,"[500,1600]",,,
Antec Mercury 360 RGB,,"[900,1800]",,Black / White,360
Antec Mercury 360,,"[900,1800]",,Black / White,360
GAMDIAS CHIONE P1A-360R,,"[800,1500]","[16,22]",Black,360
Rosewill PB120,,"[600,1800]",,Black,120
Cooler Master GeminII M5 LED,,"[500,1600]",,Black / Silver,
upHere ACC92CF,,"[600,1700]","[16.1,27.7]",Black,
upHere ACC92RD,,"[600,1700]","[16.1,27.7]",Black,
upHere ACC92RGB,,"[600,1700]","[16.1,27.7]",Black,
upHere CC2402-usa,,"[600,1700]","[16.1,27.7]",Black,240
Apacer ZADAK Spark 240,,"[500,1800]","[18,25]",Black,240
Thermalright Silver Arrow 130,,"[600,1500]","[19,23]",Silver,
Akasa K25,,"[600,3000]",,,
GAMDIAS CHIONE E2,,"[1200,2400]",,Black,120
Thermalright AXP-90i,,,,Gray,
Thermalright Macho Rev.C Plus,,"[300,1300]","[15,21]",Silver / Black,
ID-COOLING ICEFLOW ARGB,,"[900,2000]","[16,31.5]",White,240
ID-COOLING DK-15,,,,,
ID-COOLING DK-09i,,,,,
ID-COOLING DK-03i PWM BLUE,,"[500,1800]","[16,20.2]",,
ID-COOLING DK-03 RGB PWM,,"[800,1600]","[16,20.2]",,
ID-COOLING SE-913-B,,"[600,2200]",,,
ID-COOLING SE-904TWIN,,"[600,2200]","[14,23.8]",,
ID-COOLING SE-904-XT SLIM,,"[600,2200]","[14,25.8]",,
ID-COOLING SE-903-R V2,,,,,
ID-COOLING SE-224-XT-R,,"[700,1800]","[15.2,32.5]",,
ID-COOLING SE-903-B V2,,,,,
ID-COOLING HUNTER VC-TWIN,,"[800,1800]","[16.2,29.2]",,
In Win Nebula NR24,,"[400,1800]",,Black / White,240
Cooler Master Vortex 211P,,,,,
Cooler Master Vortex 211Q,,,,,
Cooler Master X Dream L115,,,,,
Cooler Master X Dream P115,,"[900,4000]","[19,36]",,
Thermalright Frozen Magic 120,,,,Black,120
Noua Siberus TR240,,"[800,1800]","[25,32]",Black,240
Noua Siberus TR120,,"[800,1800]","[18,30]",Black,120
Noua Ena,,"[800,1800]",,Black / Silver,
Deepcool LE320,,"[500,2250]",,Black,120
Deepcool LE320,,"[500,2250]",,White,120
Jonsbo CR-1400 EVO Standard,,"[800,2200]","[22.3,33.8]",Black,
Thermalright Frozen Magic ARGB,,,,Black,360
Thermalright Core Matrix,,,,White,240
Alpenföhn Panorama rev.B,,"[900,2000]","[14,22.1]",,
RAIJINTEK Orcus 240,,"[800,1800]",,Black,240
Jonsbo HX6210,,"[800,2300]","[20,31.6]",White,
Thermalright Core Matrix,,,,Black,240
Antec KUHLER Flow,,,,,
Cooler Master DI5-8E5PA-0L-GP,,,,,
Cooler Master S2N-PLMHS-07-GP,,,,,
Dynatron T860,,"[2000,6000]","[20.23,44.88]",,
Evercool CI01-9525EP,,"[900,2600]","[12,31]",,
Thermaltake A4012-02,,,,,
Thermaltake A4021,69,,,,
Thermaltake A4022,,,,,
Thermaltake CL-P0257,,,,,
Thermaltake CLP0527,,"[800,1700]",,,
Thermaltake CLP0554,,"[1000,1600]","[19,28]",,
Zalman CNPS 7500 Cu LED,,"[1150,2300]","[17,32]",,
Zalman CNPS 8700 NT,,"[1150,2100]","[17.5,30]",,
Thermaltake CL-P0503,,,,,
Thermaltake CL-P0508,,"[1300,2000]","[16,24]",,
Zalman CNPS10X Extreme,,"[1000,2150]","[20,39]",,
Scythe SCBSK-1000,,"[650,2200]",,,
Zalman CNPS7000C-AlCu,,"[1350,2400]","[17,24]",,
Evercool HPH-9525CU,25.99,,,,
Evercool HPJ-12025,,,,,
Evercool HPK-10025EA,,,,,
Silverstone NT01-E,,,,,
Masscool 5W1081F1M3,,,,,
Masscool 8WT15-38,,,,,
Rosewill RCX-Z2,,"[500,3400]","[17,34.2]",,
Scythe SCNJ-3000,,"[470,1900]","[9.8,27.3]",,
Scythe SCSMZ-2000,,"[300,2500]","[7.2,31.07]",,
Scythe SCYS-1000,,"[470,1900]","[7.05,27.3]",,
Silverstone NT06-E,,,,,
Silverstone NT07-775,,"[1200,1800]","[15,23]",,
Xigmatek Balder SD1283,,"[1000,2200]",,,
Xigmatek EP-CD901,,"[1200,2500]",,,
Xigmatek HDT-SD964,,"[1200,2800]","[22,30]",,
ZEROtherm CF800-MK III,,"[900,2600]",,,
ZEROtherm CORE92,,"[900,2500]",,,
ZEROtherm Nirvana NV120 PWM,,"[900,1800]",,,
ZEROtherm ZT-10D,,,,,
ZEROtherm ZT-10D Smart,,,,,
ZEROtherm ZT-560D,,"[900,2300]",,,
Xigmatek HDT-S1284F,,"[800,1500]","[16,24]",,
Evercool NI01-9525EP,,,,,
Scythe SCMN-2000,,"[500,1700]","[9.6,36.4]",,
Thermaltake CLP0532,,,,,
Thermaltake CLP0555,,"[300,2500]","[12,16]",,
Thermaltake CL-P0101,,"[600,3700]","[15,46.5]",,
Scythe SCKZT-1000,,"[800,3300]","[8.2,32.5]",,
Enzotech Extreme-X Rev.A,,"[1000,2500]","[15.8,43.3]",,
Evercool HPI-12025,,"[1200,1800]","[23,30]",,
Gelid Solutions Slim Silence AM2,,"[1200,2500]","[15,27.2]",,
Logisys AC4400BT,,,,,
Logisys IC106,,,,,
Logisys IC4100AST,,,,,
TUNIQ T-120-LFB,,"[1000,2000]",,,
TUNIQ Tower 120,,"[1000,2000]",,,
Thermalright U120eXtrem1366RT R-C,,,,,
Sunbeam Twister 120,,,,,
Sunbeam CR-CCTF,,"[1000,2000]","[16,20]",,
Sunbeam CR-CCTF92-4,,"[1200,2200]",,,
Thermalright Venomous X - RT,,,,,
Corsair H70 Core,,,,,120
Enermax ETD-T60-TB,,"[800,1800]","[10,21]",,
Enermax ETD-T60-VD,,"[800,1800]","[16,21]",,
Gelid Solutions Siberian,,"[900,2200]","[10,22.5]",,
Gelid Solutions Slim Silence I-Plus,,"[1200,2600]","[15,27.8]",,
Zalman CNPS7700ALCULED,,"[1000,2000]","[22.7,37.1]",,
ZEROtherm BTF90,,"[750,2500]","[18,27]",,
ZEROtherm ZT-1000D 775,,,,,
ZEROtherm ZT-1000D 1156,,,,,
SilenX EFZ-100HA1,,"[1000,2000]","[8,24]",,
Syba CL-CNL-EOLE802,,,,,
SilenX EFZ-120HA4,,"[800,2000]","[8,28]",,
Titan TTC-NK35TZ/RPW/V2,,"[900,2800]","[12,31]",,
Prolimatech PRO-PNTH,,,,,
Thermaltake CLP0533,,"[1000,6000]","[21,48]",,
Nexus FLC-3000 R2,,"[900,2500]","[15,24]",,
Scythe SCBSK-2000,,,"[9.32,33.67]",,
Logisys IC231PWM,,"[900,2400]","[17.8,32.5]",,
Nexus LOW-7000 R2,,"[500,2000]","[15,24]",,
Logisys IC211HTPC,,,,,
Logisys MC4004IEXT,,"[900,2200]","[17.8,28.1]",,
Logisys MC106,,,,,
Logisys MC6001IM,,"[700,1200]","[18.2,26.7]",,
Logisys MC4005IB,,"[900,1500]","[21.4,32.1]",,
Logisys MC4001IM,,"[500,1500]","[17.8,27.6]",,
Logisys IC4300X4,,"[400,2800]","[17.8,40.7]",,
SilenX EFZ-120HA3,,"[800,2000]",,,
Zalman CNPS20LQ,,"[900,2000]","[17,36]",,120
Silverstone SST-HE01,,"[500,2000]","[18,41]",,
Scythe SCKC-2100,,"[500,1300]","[9.6,24.7]",,
Prolimatech PRO-MGH-B,,,,,
Titan TTC-NK54TZ,,,,,
Masscool 8W5020F1M,,"[800,2800]","[20,34]",,
Evercool TTC-NK85TZ/V2(RB),,"[800,2150]","[17.2,39]",,
Evercool NI2011E-9525EP,,"[1000,3000]",,,
Evercool TTC-NK35TZ/RPW/V3,,"[900,2800]","[12,31]",,
Scythe SCKC-2000,,"[500,1300]","[9.6,24.7]",,
ARCTIC Freezer A30,,"[400,1350]",,,
Vantec VAF-1225,,"[1000,2200]","[20,32]",,
Dynatron R4,,,,,
Dynatron R22,,,,,
Scythe SCSMZ-2100,,"[300,2500]","[7.2,31.07]",,
Phanteks PH-TC14CS_BL,,,"[13.4,19]",,
Silverstone HE02,,,,,
Enermax ELC120-TB,,"[800,2200]","[17.3,31.2]",,120
Enermax ELC120-TA,,"[800,2200]","[18.5,32.8]",,120
Zalman LQ-315,,"[900,2000]",,,120
Zalman CNPS7000V(AL)-1-PWM,,"[800,2600]","[20,32]",,
Titan TTC-NC55TZ/RB,,"[1800,2200]","[28.8,38]",,
Prolimatech Megahalems (No Fans),,,,,
Phanteks PH-TC12DX_BL,,"[600,1800]","[21.9,27.6]",,
Thermalright Silver Arrow Extreme,,"[600,2500]","[21,45]",,
Swiftech H220,,"[1200,3000]","[16,33]",,240
Cooler Master Eisberg 240L Prestige,,,,,240
Gelid Solutions Black Edition,,"[750,1600]","[25.4,25.5]",,
Silverstone AR02,,"[1200,2800]","[16,24]",,
Silverstone TD03,,"[1500,2500]","[16,33.5]",,120
Thermaltake CLP0607,,"[1000,2000]","[20,39.9]",,
Thermaltake CLP0606,,"[800,1600]","[18,30.2]",,
Scythe SCKC-3000,,"[500,1300]","[13,30.7]",,
Xigmatek Praeton LD963,,"[1200,2800]",,,
Zalman CNPS7000V(AL)-1-PWMB,,"[800,2600]","[20,32]",,
Masscool 8W2002B1M4,,"[800,2800]","[20,34]",,
Enermax Liqtech 120X,,"[600,2500]","[15,30]",,120
Enermax ELC-LM120S-HP,,,,,120
Enermax ELC-LM120S-TAA,,,,,120
Enermax ETS-N30-TAA,,"[800,2800]","[16,27]",,
Thermaltake CLP0604,,"[1200,2100]","[21,48]",,
Xigmatek Janus LD1266,,,"[19.2,22.4]",,
RAIJINTEK EREBOSS BLACK,,"[650,1400]",,,
Deepcool LUCIFER,,"[700,1400]","[17.8,31.1]",,
Deepcool CAPTAIN 120,,"[600,2200]","[17.6,39.29]",,120
RAIJINTEK TRITON BLUE,,"[1000,2600]","[21.6,36.6]",,240
Thermaltake Gravity A1,,,,,
Prolimatech Basic 81,,"[600,1600]",,,
Dynatron T459,,,,,
Phanteks PH-TC14S_BK,,"[500,1600]",,,
Zalman CNPS9300 AT,,"[1500,2400]","[20,30]",,
Xigmatek Loki II,,"[1200,2800]","[20,28]",,
Xigmatek Gaia II,,"[800,1500]","[16,24]",,
Evercool HPS-810CP,,"[1500,4000]","[16.2,37.5]",,
Evercool TRANSFORMER S,,,,,
Silverstone TD03-E,,"[1500,2500]","[18,35]",,120
Akasa Venom Voodoo,,"[600,1900]","[6.9,28.9]",,
Cooler Master TPC 812XS,,"[500,1600]","[8,30]",,
Thermaltake BigTyp Revo.,,"[800,1800]",,,
Cooler Master GeminII S524 Ver 2,,,,,
Thermalright Macho Rev.A(BW),,"[300,1300]","[15,21]",,
Xigmatek Dark Knight SD1483 Frostbourne,,"[800,1200]",,,
SilentiumPC Grandis XE1236,,"[500,1500]",,,
Swiftech H140-X,,"[700,1800]","[8.3,28.8]",,140
Silverstone TD02-LITE,,"[1500,2500]","[18,35]",,240
Silverstone TD03-LITE,,"[1500,2500]","[18,35]",,120
RAIJINTEK PALLAS Black,,"[650,1400]",,,
LEPA EXllusion 240,,"[500,1800]","[14,30]",,240
Silverstone TD03-SLIM,,"[800,2200]","[16.5,27.4]",,120
Thermalright AXP-100 Muscle,,"[900,2500]","[22,30]",,
ARCTIC Freezer A32,,,,,
ARCTIC Freezer i32 CO,,,,,
ID-COOLING IS-40,,"[300,2500]","[14,33]",,
ID-COOLING IS-40PRO,,"[300,2500]","[14,33]",,
ID-COOLING DK-01,,"[800,2500]","[12,28.8]",,
ID-COOLING FI-REEX,,"[800,1800]","[16.2,29.2]",,
ID-COOLING FI-VC,,,,,
ID-COOLING FI-VC Twin,,"[800,1800]","[16.2,32.6]",,
ID-COOLING IS-25,,"[800,2700]","[14,23]",,
ID-COOLING IS-25i,,"[800,2700]","[14,23]",,
ID-COOLING SE-203,,"[800,1800]","[16.2,29.2]",,
ID-COOLING SE-203K,,,"[16.2,29.2]",,
ID-COOLING SE-204K,,"[800,1800]","[16.2,29.2]",,
ID-COOLING SE-213,,"[800,1600]","[16,20.2]",,
ID-COOLING SE-213i,,"[800,1600]","[16,20.2]",,
ID-COOLING SE-214i,,"[800,1800]","[16.2,29.2]",,
Noctua NH-U9DO A3,,"[1000,1600]","[7.9,17.6]",,
ID-COOLING FROSTFLOW 240L-R,,"[800,2000]","[20,38.2]",,240
Reeven Okeanos,,"[300,1800]","[4,23.6]",,
Reeven Chrono Guard,,"[300,2500]","[7.2,31.1]",,
Reeven Arcziel,,"[300,2500]","[7.2,31.1]",,
Reeven Hans,,"[300,1500]","[4,29.8]",,
Reeven Steropes,,"[500,2000]","[9.32,33.67]",,
Scythe SCKDT-1000,,"[800,3300]","[8.2,32.5]",,
ARCTIC Alpine 20 PLUS CO,,"[600,2200]",,,
Deepcool ICE BLADE PRO V2.0,,"[900,1500]","[17.8,30]",,
Alpenföhn Matterhorn Rev. C – Black Edition,,"[500,1500]",,,
Silverstone Tundra TD02-SLIM,,"[800,2200]","[16.5,27.4]",,240
Gelid Solutions Rev. 3 Tranquillo,,"[750,1500]","[12,26.5]",,
ARCTIC Freezer 33 eSports Edition (Black/Yellow),,"[200,1800]",,,
Scythe Kabuto 3,,"[300,1400]","[4,28]",,
RAIJINTEK JUNO-X RGB,,"[1000,2000]",,,
ID-COOLING AURAFLOW 120,,"[700,1800]","[18,35.2]",Black,120
Thermalright SilverArrow T8,,"[600,1800]","[19,25]",Silver / Red,
Thermalright Macho 120 SBM,,"[300,1300]","[21,33]",Black / White,
Silverstone Tundra SST-TD02-LITE-V2,,"[1500,2500]","[18,35]",Black / White,240
Silverstone AR01-V2.1,,"[600,2200]","[15,38]",Black / White,
upHere CCF150RD,,"[600,1800]","[16.1,27.7]",Black,
upHere CCF150BE,,"[600,1800]","[16.1,27.7]",Black,
upHere CCF150ARGB,,"[600,1800]","[16.1,27.7]",Black,
upHere CC1201 Red,,"[600,1700]","[16.1,27.7]",Black / White,120
Dynatron K987,,"[1200,2800]","[16.08,34.48]",Black / Silver,
Reeven Justice II,,"[300,1200]","[5.83,25.1]",Black / Silver,
RAIJINTEK Orcus 120,,"[800,1800]",,Black,120
Apacer ZADAK Spark Lite 240,,"[800,2200]",,Black,240
GAMDIAS CHIONE M2,,"[1200,2400]",,Black,240
ID-COOLING IS-20i,,"[800,2700]","[14,23]",,
ID-COOLING SE-913-R,,"[600,2200]",,,
ID-COOLING SE-207-TRX BLACK,,"[700,1800]","[15.2,35.2]",,
ID-COOLING SE-213V3-R,,"[500,1600]","[16,20.2]",,
ID-COOLING SE-213V3-B,,"[500,1600]","[16,20.2]",,
ID-COOLING SE-213V2-B Lite,,,,,
ID-COOLING HUNTER VC-3D,,"[800,1600]","[16.8,32.6]",,
ID-COOLING AURAFLOW X 240 TGA,,"[900,2000]","[16,31.5]",Black,240
Noua Siberus TR360,,"[800,1800]","[25,32]",Black,360
Noua Polaris LM240,,,,Black / White,240
Noua Arcade,,"[700,1800]",,Black,
Noua Numb Pro,,"[800,1600]",,Black,
Jonsbo CR-1000 EVO ARGB White,,"[600,1500]","[22,32]",White,
Thermalright Frozen Magic ARGB,,,,Black,240
Azza CUBE 240,79.98,"[500,2000]",,Black,240
Azza CUBE 360,99.99,"[500,2000]",,Black,360
